CO AQI Value,Ozone AQI Value,NO2 AQI Value,PM2.5 AQI Value,lat,lng
0,29,0,117,18.4657,-66.2726
1,36,0,69,13.05,3.2
3,24,21,102,34.161,-117.9504
2,35,5,68,32.646,-96.9127
1,47,0,21,36.5027,-79.7412
3,8,8,121,9.865,77.6992
1,47,5,58,40.8462,-73.3389
1,42,0,31,40.6667,36.5667
1,64,0,68,48.2833,11.9
2,32,2,86,14.2978,-90.7869
2,32,2,86,15.3193,-92.6586
1,18,1,51,-29.8608,-51.1789
1,44,1,44,39.801,-84.0094
1,14,0,57,-20.2333,47.3833
1,29,0,42,-21.1736,27.5125
1,39,3,55,38.1924,-84.8643
1,39,3,55,-27.2833,28.5167
1,39,3,55,41.4892,-87.8363
1,39,3,55,40.281,-86.5212
1,41,3,51,40.2233,-74.2986
1,38,0,33,53.45,7.8333
1,54,0,64,48.8167,11.3667
2,24,6,113,11.4381,78.4836
1,38,2,52,50.7667,3.8667
1,44,1,54,51.3167,7.3333
1,47,0,81,41.1392,22.5025
1,29,3,41,37.0046,-121.5854
1,23,0,18,45.4,-71.9
4,29,6,132,26.71,88.43
0,19,0,22,-3.6619,33.4231
1,42,0,47,47.6882,33.2654
1,73,0,42,43.7833,11.1
1,24,0,54,9.18,123.58
1,39,1,49,51.3833,5.7167
1,41,2,49,42.3908,-71.1014
1,41,2,49,40.5696,-74.6092
1,41,2,49,-38.226,145.177
1,24,2,107,21.167,73.564
1,35,0,25,54.45,18.5667
1,35,0,25,42.65,24.75
1,53,0,52,42.7565,12.6855
1,38,0,19,53.6333,55.95
1,34,1,60,56.2667,62.9333
1,30,3,28,53.698,-2.461
1,30,5,41,41.5565,-90.6053
1,30,5,41,28.1587,-81.6083
2,12,11,74,26.305,-80.1277
1,29,2,67,35.4483,-97.4408
1,18,12,65,28.905,-81.2137
1,42,0,69,48.5514,19.4183
0,34,1,35,52.6072,8.3711
1,31,1,61,45.3642,5.5906
1,38,2,72,49.8833,19.5
0,23,0,22,21.3913,-157.9345
2,32,7,56,35.9632,-78.514
2,58,1,72,44.8249,126.5451
1,42,0,33,43.6119,43.3269
1,38,2,61,50.6486,11.9806
3,32,7,80,27.8407,113.1469
1,38,2,40,50.8667,2.9833
1,30,5,44,51.4667,4.6667
0,24,2,17,-41.2889,174.7772
0,24,2,17,52.7001,-2.5157
0,24,2,17,50.9755,-3.2243
0,24,2,17,26.6461,-80.2699
0,24,2,17,11.3655,76.7844
0,24,2,17,40.7,-105.0054
2,25,10,70,51.6167,7.9583
1,38,2,59,49.3536,11.1483
2,21,12,65,41.106,-74.3914
2,19,19,73,40.7857,-74.0094
0,22,1,21,-35.725,174.3236
2,6,28,88,41.6459,-81.4084
5,34,23,176,31.5667,120.2833
5,34,23,176,26.5895,111.8481
1,19,3,77,20.2767,-76.9469
1,52,0,138,22.8869,113.4563
1,52,0,138,22.6199,113.2895
1,52,0,138,36.9996,105.0029
1,21,0,46,69.4064,86.1764
1,27,3,59,48.9383,8.2769
2,42,1,62,26.2672,107.5143
1,34,8,53,45.3557,-93.2038
2,87,1,163,21.9,87.53
2,18,7,76,8.8834,-79.8332
2,0,2,51,1.6833,-75.2833
1,26,3,79,24.3228,-107.363
1,26,3,79,33.2184,-92.664
1,26,3,79,37.821,-96.8613
1,26,3,79,6.7167,-61.6167
0,34,1,34,52.45,5.85
1,28,5,47,53.279,-2.897
1,39,0,25,39.3333,29.2667
5,0,15,162,17.7446,-91.7651
5,0,15,162,19.65,-98.55
5,0,15,162,16.5,-92.8667
1,23,5,71,48.1214,7.8492
0,23,1,29,-5.7058,-35.3069
1,26,5,23,41.6394,-70.8732
1,45,4,32,41.4419,-81.853
1,29,3,55,49.1667,10.3167
1,44,2,43,40.7667,14.8
0,27,0,42,14.4333,120.4833
1,19,6,40,29.8871,-90.1126
1,62,1,433,30.0833,75.25
1,62,1,433,47.3417,8.6703
0,22,0,53,16.4847,97.6258
0,28,3,34,50.9333,4.3333
1,26,5,48,28.3139,-80.6708
1,43,0,167,32.2444,54.0186
1,30,2,52,43.5822,5.0019
0,33,1,27,51.65,4.6
1,20,0,55,-14.0833,34.9167
1,43,0,196,26.5,78
0,20,0,29,-10.2736,40.1828
0,30,0,61,16.5431,104.7228
0,34,0,140,22.07,76.5
1,31,0,9,68.9706,33.075
0,22,3,9,-32.2654,150.8885
1,80,0,60,34.3583,73.4722
4,199,4,307,29.482,77.7
0,28,0,59,17.4069,104.7808
1,39,0,25,41.2831,-70.0692
1,25,13,53,40.8586,-73.1168
4,173,2,204,26.1277,80.7855
1,41,3,64,42.2333,14.3833
1,48,1,35,41.7333,12.8333
0,29,0,12,-41.4419,147.145
0,29,0,12,50.637,-4.36
1,31,6,54,39.0949,-76.8622
1,31,6,54,14.05,120.9
1,31,6,54,37.6375,-77.5062
1,31,6,54,31.6956,-89.1449
1,31,6,54,27.1507,-82.4534
3,5,30,92,42.0054,-87.733
1,20,0,64,-15.0667,35.2333
1,13,10,51,52.898,-1.271
8,7,11,164,-8.8383,13.2344
0,22,0,17,-15.5333,167.1667
3,6,11,127,-23.5464,-47.1836
1,23,0,112,9.25,124.7167
2,40,0,64,26.43,92.03
0,30,1,24,49.4878,8.4661
4,172,2,212,25.97,84.87
1,30,0,35,50.0833,45.4
2,11,1,45,9.5511,1.1861
2,60,0,123,27.7172,85.324
1,14,0,152,8.5134,123.2847
1,24,3,27,53.867,-1.911
0,23,0,59,12.6031,77.8519
1,28,3,48,48.9167,11.8667
1,23,3,32,47.7333,10.3167
2,116,1,201,25.579,85.0456
1,39,0,21,47.405,47.2556
1,71,1,181,22.3302,87.3237
1,71,1,181,25.1245,86.5558
1,39,0,156,24.0394,76.578
1,36,4,55,43.4186,-80.4728
1,30,8,49,55.3667,37.5333
1,31,1,32,51.75,19.8
1,24,3,41,48.8598,9.1852
1,34,1,27,52.2333,19.3667
2,32,9,62,33.8185,-84.3254
1,17,8,49,52.9533,-1.15
1,4,3,47,-4.7,-40.5667
1,32,1,55,49.7197,35.8772
1,20,12,50,28.5796,-81.5332
1,27,2,33,48.4667,7.9333
10,25,10,195,-6.8205,30.4389
1,26,5,56,47.88,10.6225
1,42,0,42,55.3667,86.0667
2,29,0,55,26.2897,90.2281
2,29,0,55,24.8,93.02
2,29,0,55,26.3281,88.3863
1,48,0,159,27.5583,68.2111
2,33,7,74,50.5333,8.99
2,11,30,89,33.8884,-118.3531
1,30,2,24,48.0077,0.1984
2,22,12,58,28.7672,-81.8962
2,22,12,58,39.1057,-77.5544
2,9,11,66,26.612,-81.6388
1,28,4,55,52.3167,10.6667
1,26,5,26,52.5,5.4833
1,31,1,23,54.9566,-7.7203
0,21,0,57,5.16,-52.6499
1,28,1,26,15.2561,75.2474
1,33,0,32,57.4333,56.9333
1,38,0,55,53.1167,46.6
2,14,9,85,29.6689,-95.0484
2,14,9,85,41.6069,-86.7142
2,10,6,67,-28.7383,24.7639
2,28,13,72,35.2349,-81.3501
3,25,1,99,-0.6833,34.7667
1,47,2,52,33.4167,131.6167
1,20,0,67,3.41,30.96
1,49,2,55,36.4083,136.4455
1,32,0,17,62.2,34.2833
1,17,1,66,9.3833,-75.75
2,8,5,74,14.7785,-90.4525
1,11,7,55,13.6453,-88.7842
1,11,7,55,9.9636,-84.0454
1,11,7,55,10.5281,119.2542
1,11,7,55,6.2819,-75.3322
1,11,7,55,17.5947,120.3753
1,11,7,55,14.1061,122.8733
1,11,7,55,-1.9,-79.2333
1,37,3,60,49.4667,7.1667
2,34,6,110,13.2833,-88.55
1,25,1,48,21.195,-76.6017
2,12,2,61,20.6458,-105.2222
0,20,0,120,11.4711,49.8739
1,59,0,87,35.1664,47.8044
1,35,2,79,51.1167,13.9167
1,38,4,49,42.7183,12.1103
0,25,0,19,21.332,95.0866
1,27,3,104,28.7,-100.5231
0,22,0,28,19.1833,-70.1
1,35,0,19,54.3833,60.8167
1,40,1,68,50.4833,12.1167
1,67,1,79,39.39,-74.5169
1,21,4,58,51.602,-3.342
0,27,0,16,-41.1333,174.85
0,16,0,16,-20.31,118.6011
1,32,5,47,50.8058,-1.0872
1,32,5,47,43.058,-70.7826
1,32,5,47,36.8468,-76.354
1,32,5,47,38.7538,-82.9445
1,32,5,47,41.5922,-71.2745
2,32,7,64,45.6,12.2333
1,41,0,56,42.2128,20.7392
4,6,37,121,34.0689,-118.0823
1,17,0,12,-18.5367,32.1247
1,48,0,233,26.25,77.4
1,16,4,117,10.8,-74.75
2,132,1,150,29.42,76.67
1,25,5,32,43.4199,-83.9501
1,25,5,32,32.8657,-97.3654
0,42,0,13,45.7464,-0.6333
1,16,10,42,45.7099,-122.6632
1,23,0,39,5.2,-1.0667
1,5,2,29,1.35,-77.6
1,30,6,29,41.5377,-83.6413
1,38,2,26,38.2423,-122.6266
2,31,4,55,32.4585,-85.0253
0,33,2,17,52.05,4.73
1,45,2,53,48.9667,13.1333
1,30,2,19,52.0167,6.05
1,31,3,39,50.8089,5.6019
1,28,2,54,56.9489,24.1064
1,28,2,54,26.6553,85.442
1,22,1,32,48.45,-68.53
0,22,0,55,12.9563,78.2754
1,33,0,22,57.1167,41.7333
1,25,12,148,43.4878,5.2322
2,11,15,56,33.0474,-116.8766
1,35,4,44,48.85,8.2
3,122,0,114,26.9833,84.85
1,32,0,9,52.2681,-113.8111
1,45,4,59,40.1225,-75.3398
1,42,1,35,42.6844,-73.1166
1,44,5,68,42.1608,-70.8177
1,29,6,48,42.4786,-83.4893
5,23,1,160,-0.8819,30.2653
1,38,1,28,36.646,139.0442
0,36,1,35,55.3122,10.7897
1,30,1,32,50.4714,17.3339
1,30,5,46,42.7057,-84.4135
0,27,0,151,53.5889,142.9492
1,30,3,38,51.15,4.85
1,41,0,23,42.6333,26.9833
1,41,0,25,41.3764,33.7764
0,17,0,36,13.2403,99.8254
1,27,0,6,67.1569,32.4117
5,19,1,176,-0.8969,29.7756
0,28,0,10,59.3333,14.5167
1,31,0,40,38.7225,35.4875
2,15,20,68,40.6527,-74.2599
2,15,20,68,41.9809,-88.0861
2,32,6,92,45.4333,11.7833
1,29,6,74,44.65,10.7833
1,47,0,234,25.84,78.9
1,22,10,45,37.9821,-122.5699
1,37,5,94,45.4167,9.2667
2,5,13,79,-34.6,-68.3333
2,5,13,79,14.95,120.9667
2,5,13,79,37.9905,-122.5221
2,5,13,79,10.0417,-84.075
2,5,13,79,20.1889,-96.8658
2,5,13,79,11.1728,122.8267
2,5,13,79,14.7333,-88.4167
2,5,13,79,6.2975,-75.0314
2,5,13,79,-16.7795,-60.6799
3,20,10,107,13.6989,-89.1914
3,20,10,107,20.2833,-99.0153
3,20,10,107,-31.6167,-58.5
0,21,3,161,10.5667,-61.1333
2,13,9,57,43.0674,-73.7775
2,13,9,57,40.345,-111.9154
1,43,3,45,36.0781,139.7259
0,29,0,51,16.55,104.75
1,35,3,17,43.7544,11.1894
1,33,5,35,41.4044,-75.6649
0,32,1,42,51.8931,10.1783
1,24,3,53,49.2072,2.5867
1,31,3,32,38.4437,-9.0996
1,36,3,24,41.2333,13.9333
1,27,0,8,64.5667,39.8667
1,28,3,51,49.1333,8.9167
1,38,1,51,48.5833,12.1667
2,19,13,52,43.7403,-87.7316
0,17,0,39,-19.6667,30
2,44,1,65,26.6528,86.2069
1,39,2,21,35.9122,14.5042
0,32,0,13,54.2667,-8.4833
1,31,0,28,5.4528,-73.814
1,37,1,11,49.415,38.155
1,43,0,21,53.0833,103.3333
0,19,0,68,16.8711,99.125
1,44,1,18,34.9275,136.9878
1,44,1,18,35.4903,135.551
1,16,7,55,30.4551,-84.2527
1,43,1,27,36.3044,139.1149
1,30,1,79,12.831,80.0459
5,201,3,167,-6.1783,106.6319
0,15,0,50,8.0667,123.75
1,24,3,22,45.8961,4.4331
2,44,1,58,25.75,89.2444
1,26,3,49,49.2628,4.0347
1,37,4,99,45.5333,9.0333
1,31,1,84,15.71,121.1047
1,31,1,84,12.4667,120.9667
1,31,1,84,17.5,121.6
1,31,1,84,17.8478,121.345
1,31,1,84,14.1083,121.3917
1,31,1,84,8.5272,123.5517
1,31,3,43,50.9447,3.1233
1,23,5,50,50.3575,3.2803
1,26,3,52,49.5258,-96.6839
4,141,5,146,30.5098,105.5737
0,14,1,23,-11.7839,-38.3528
1,41,0,104,39.8389,69.5275
0,16,0,22,-5.7,34.4833
1,39,2,87,45.4674,7.8748
1,44,0,35,35.3667,132.7667
1,30,3,33,53.5355,-2.5658
1,48,3,50,34.3914,132.4519
2,17,0,59,1.4319,31.3525
0,26,0,30,21.3294,-157.846
4,6,46,127,33.98,-118.2167
2,2,6,66,-27.0569,-49.5178
3,26,1,108,8.5,4.55
1,28,2,30,48.9106,2.4397
0,35,1,27,52.0822,4.7504
1,39,0,7,40.7347,31.6075
1,20,5,65,45.7167,8.2667
1,34,7,58,43.1667,-80.25
0,26,3,30,51.1333,5.5833
6,34,3,144,0.5667,34.5667
1,26,2,41,49.3563,11.3176
1,37,2,25,43.8167,11.1333
1,53,1,37,40.9,14.3
1,50,1,28,43.4642,13.5461
1,23,1,21,39.8167,-7.5
1,26,3,50,49.2167,12.65
1,52,1,36,40.95,14.3667
1,37,0,27,56.2817,90.5039
3,14,2,110,5.9742,-0.0881
1,27,1,40,38.9956,-1.8558
1,38,3,42,44.5,12.05
2,21,28,87,34.084,-118.1355
0,21,0,21,-19.3861,47.4292
0,21,0,21,-18.9,46.1167
0,35,0,145,21.9248,78.1279
1,33,1,55,48.2083,14.2889
0,35,0,39,41.1111,42.7022
1,25,2,35,50.292,2.78
0,29,1,34,52.2,8.8
0,28,2,27,50.1781,8.7361
1,17,0,52,7.5752,126.5585
2,12,0,30,11.3,2.4333
1,22,7,27,51.58,0.49
1,22,9,37,33.4733,-117.6967
1,42,0,65,48.1864,26.5892
0,34,1,26,52.1167,5.2
1,24,15,58,29.6898,-95.1151
1,24,15,58,40.7623,-73.3218
1,25,4,70,45.8781,22.9144
3,143,4,428,25.1905,87.2595
0,6,2,26,-18.2489,-43.6
1,28,3,78,36.0637,-87.3665
1,20,0,60,6.75,125.35
1,17,3,61,14.1011,-1.6306
0,25,0,6,-30.9828,-54.6728
1,28,2,30,49.0275,2.3267
0,28,1,30,49.4303,2.0952
0,30,2,30,51.3167,4.8667
3,91,2,105,41.292,123.761
1,44,5,78,31.7456,34.9867
1,20,7,39,53.845,-0.427
0,35,0,128,21.6449,77.6302
1,38,3,37,42.9082,-78.7466
2,19,16,66,41.5997,-87.055
2,15,6,73,14.7029,-90.5
1,43,0,15,33.9836,-117.6654
1,43,0,15,35.9955,138.1588
1,35,2,54,35.4802,-97.2666
1,48,1,25,38.1667,13.1
1,28,2,31,48.8014,2.2628
1,23,0,63,9.3169,99.6944
1,31,6,54,39.073,-77.001
1,9,6,45,-37.95,-72.4333
1,31,6,54,34.0378,-80.9036
1,31,6,54,38.9472,-92.3268
1,31,6,54,39.2004,-76.859
1,31,6,54,35.6238,-87.0484
1,31,6,54,38.4581,-90.2156
1,31,6,54,40.0347,-76.4944
1,37,3,47,44.7,12.1833
1,37,2,67,43.7736,24.5033
1,27,1,13,51.8972,-8.47
1,47,2,37,43.25,13.5167
1,16,1,79,12.9842,37.765
1,24,13,59,41.1428,-73.3475
1,24,13,59,41.5886,-71.0837
1,24,13,59,-41.7581,171.6022
1,25,5,59,37.6895,-97.3443
1,25,3,40,48.6239,8.7472
0,27,2,41,50.0167,12.0167
0,29,3,34,51.3833,4.6
1,24,4,60,33.0362,-96.5161
4,163,4,106,38.4178,112.7233
1,22,1,25,51.2139,-102.4628
1,42,0,33,34.7709,138.252
2,16,12,57,34.0336,-117.0429
3,166,2,108,30.0372,121.1546
1,10,4,56,20.6228,-103.0689
1,14,0,35,25.9667,94.5167
1,31,4,29,55.7333,36.85
0,29,1,32,52.9131,8.8269
1,20,0,52,8.4578,126.1578
0,23,0,59,17.2942,96.58
0,30,0,84,13.65,79.4167
1,14,1,29,-0.8578,-48.1419
1,49,1,34,41.0096,14.0741
0,15,0,21,-9.1081,32.9347
1,24,4,36,50.6975,5.2556
1,38,0,151,20.23,79.0008
1,32,5,69,38.7627,-93.726
1,40,3,39,41.4363,-81.5222
1,35,0,146,21.4167,78.4
1,45,0,20,38.0442,140.8676
2,22,8,61,43.9734,-75.9094
2,22,8,61,43.1893,-88.7285
2,22,8,61,44.9094,-97.1532
2,22,8,61,41.616,-73.1177
2,19,13,83,38.5866,-90.3544
3,112,1,99,43.6172,122.264
0,22,0,7,-27.5667,151.95
2,12,0,72,6.552,-5.019
0,14,0,20,-10.9628,-38.7869
1,25,2,30,45.2658,1.7722
1,25,5,54,36.1283,-95.9042
0,25,0,54,17.4167,102.75
1,41,0,25,36.8273,137.4092
0,15,0,42,8.0204,-62.41
0,31,2,28,52.0833,5.1167
1,32,2,33,41.3169,22.5611
1,23,4,33,41.1333,-8.5667
1,30,2,10,61.2667,24.0333
1,47,1,41,42.3106,12.0792
1,29,7,64,44.9267,10.52
2,9,6,62,16.6833,-98.4167
1,45,0,33,43.4833,13.4833
1,26,0,34,51.3244,28.8081
1,33,2,23,45.5719,9.1692
2,13,27,78,41.6986,-87.8266
2,47,1,106,26.47,91.63
3,3,28,99,33.7394,-84.1644
0,32,0,74,51.6159,-3.4175
0,29,1,39,39.3333,-8.9333
1,10,5,41,-26.2539,-49.5178
1,45,5,67,42.1295,-70.91
1,35,1,30,50.15,9.0333
2,8,27,75,41.6318,-88.0997
0,30,0,120,14.4167,78.2333
2,157,3,135,35.4394,51.5689
21,16,28,232,36.1167,120.4
1,18,4,100,18.5542,-69.4056
2,24,1,129,-1.6794,29.2336
2,28,5,71,48.9875,2.4494
0,15,0,25,0.5333,123.0667
1,16,2,28,-29.3789,-50.8739
1,31,1,59,47.1906,7.3964
1,27,2,59,20.6767,-103.3475
1,27,2,59,40.6337,-3.1674
1,22,1,48,28.1667,-110.6667
1,32,0,28,64.4333,76.5
1,19,0,74,2.7817,32.2992
1,35,0,18,60.5667,27.2
2,19,18,84,42.439,-82.9293
1,38,3,68,49.6431,8.6389
1,39,0,50,35.8275,137.954
1,39,0,50,9.9833,2.7167
1,24,0,38,-23.865,35.3833
1,32,4,53,44.8247,-93.0596
1,23,1,18,57.4778,-4.2247
1,23,1,18,46.2,-61.1
1,63,0,138,40.1167,70.6333
1,6,2,35,-15.2489,-40.2478
2,8,9,77,-15.9251,-5.7179
2,8,9,77,42.0976,-79.2367
2,8,9,77,46.9063,-98.6937
2,43,3,84,24.47,88.07
2,62,1,95,24.5138,86.6458
2,20,18,70,40.7184,-74.0686
2,30,0,78,0.4233,33.2039
2,29,3,51,22.165,112.4848
2,74,1,68,41.1144,121.1292
3,5,17,104,13.5167,-88.3833
2,12,17,61,32.9871,-117.0201
0,19,0,17,-17.3408,-39.2208
1,13,5,50,34.5849,-112.4473
1,37,3,78,50.3228,17.5767
1,18,2,131,19.8,-70.6833
2,7,8,76,14.8333,-91.5167
1,42,1,55,38.485,15.9797
0,26,2,14,36.6167,-6.35
1,42,2,73,45.0809,11.794
3,14,13,114,26.7038,-80.2241
2,12,7,106,6.85,-75.8167
2,12,7,106,10.63,-74.9236
1,22,4,69,9.34,-79.8
1,40,1,10,51.336,1.416
1,33,7,50,38.8029,-94.4583
2,17,16,72,40.348,-74.0672
2,17,16,72,35.1117,-85.2962
2,17,16,72,33.9309,-81.2322
1,42,0,55,16.0172,80.8294
1,21,3,41,43.8226,-111.7919
1,34,3,58,50.6333,6.95
1,22,3,25,42.65,-8.8167
1,3,0,35,-11.0128,-66.0572
4,43,4,151,35.4164,119.4331
2,7,9,67,41.8931,12.4828
2,7,9,67,34.2662,-85.1863
2,7,9,67,43.226,-75.4909
9,35,4,191,-5.897,22.4488
0,21,0,54,7.2964,80.635
5,222,7,163,35.8272,50.9489
2,25,1,84,-0.3692,35.2839
3,156,1,158,30.3,71.9333
4,23,1,84,-3.0833,29.4
3,128,1,163,25.5605,83.9805
1,41,1,30,41.067,1.0564
2,22,11,71,38.6738,-120.9872
1,32,2,67,53.0167,-112.8333
1,33,3,21,52.691,-2.027
1,44,1,66,37.2833,15.0167
0,13,1,23,-24.9556,-53.4553
1,24,3,96,42.842,-106.3208
1,27,5,56,32.581,-96.9591
2,31,6,79,50.9128,8.5322
1,36,0,56,40.1431,29.9792
2,33,1,110,12.4742,15.4428
1,22,15,37,40.7664,-72.8369
1,43,1,22,40.6667,16.6
1,26,0,60,-8.6222,122.2122
1,30,3,66,48.9603,2.8883
1,36,4,67,45.6667,9.1667
1,27,9,47,42.1848,-71.305
8,1,17,172,-22.5269,-43.7328
1,7,20,67,33.4015,-111.7178
1,34,4,61,51.0167,7.3833
1,42,2,62,40.8784,-74.0814
1,42,2,62,38.1218,-121.2932
1,42,2,62,45.3167,9.5
2,18,8,80,48.8361,2.6278
2,48,0,69,42.77,129.4197
1,37,4,53,48.7983,9.6883
2,5,12,61,40.4166,-105.0623
2,5,12,61,39.2677,-84.2733
5,33,6,172,-8.4228,20.7393
1,33,1,62,46.005,8.9525
3,79,2,132,26.2322,84.1635
1,22,0,36,7.7631,125.005
1,37,3,87,43.3,12.3333
1,25,2,45,20.1333,-101.1667
1,26,5,25,52.6667,5.6
1,4,3,18,-29.755,-57.0878
1,28,7,43,51.5404,-0.4778
1,28,7,43,44.1167,-79.1333
1,28,7,43,42.0593,-71.638
2,31,10,64,40.8651,-84.5879
1,39,3,68,48.105,11.7706
0,26,0,59,8.75,80.4833
1,22,7,50,51.5333,5.9833
1,30,2,63,46.2,6.1
1,31,0,20,17.5747,120.3869
1,37,0,39,56.1167,101.1667
8,0,5,160,-25.1,-57.5667
2,0,5,65,4.15,-73.6333
1,28,2,53,45.6133,5.1486
1,36,2,56,52.6833,13.1833
1,30,7,46,42.3889,-71.2423
1,32,3,22,41.7062,-71.4334
1,32,3,22,52.28,-1.59
1,32,3,22,41.2597,-74.3614
1,32,3,22,40.1558,-76.2799
1,32,3,22,40.2503,-75.0818
1,32,3,22,-28.2152,152.0352
1,37,4,67,42.4918,-92.3522
1,37,4,67,43.4667,-80.5167
1,37,4,67,50.7167,4.3833
1,37,4,67,38.3403,-90.1538
1,30,7,47,42.3586,-71.3594
1,36,2,68,45.65,9.6
2,35,6,58,37.8121,-121.9698
2,35,6,58,36.5831,-79.4088
2,35,6,58,40.1426,-87.6111
2,35,6,58,37.6418,-84.7777
2,35,6,58,39.7584,-86.5019
2,21,17,88,42.3834,-83.1024
1,17,10,55,51.5667,6.7333
2,48,1,78,25.2633,87.2326
1,30,3,28,53.29,-3.7
1,43,1,55,44.3333,23.8167
1,31,6,53,45.0377,-93.3599
1,24,5,24,51.653,-3.021
2,15,4,101,26.1468,-98.0559
1,21,2,67,14.03,-0.03
1,24,6,38,51.8833,5.6
1,44,0,65,41.2222,61.3067
1,39,2,56,49.9667,6.5333
0,15,0,28,1.4472,125.1978
1,35,0,39,49.95,40.55
1,29,2,60,46.0789,6.4008
1,26,7,65,50.9833,4.5667
1,2,0,40,-4.3878,-59.5939
2,23,13,61,39.4286,-75.2281
2,23,13,61,38.7673,-90.4275
1,29,5,38,51.6431,4.8569
1,38,2,43,51.1544,3.2353
4,167,1,168,25.98,79.47
1,10,15,58,28.4773,-81.337
1,39,0,14,59.9133,10.7389
2,17,3,107,18,-94.6667
0,22,0,17,18.5261,98.9394
3,60,1,86,26.9,83.98
1,26,0,45,14.6796,101.3976
2,7,5,77,42.0167,-4.5333
2,7,5,77,14.6676,-90.3575
1,25,2,62,14.8667,120.95
1,44,0,88,-21.3564,-51.86
1,38,3,61,10.775,122.5417
1,38,3,61,45.1853,9.155
4,123,1,123,-6.8833,109.6667
2,27,7,62,41.4052,-92.9189
1,16,0,39,1.1768,108.9624
2,3,20,73,33.7898,-117.2233
0,25,0,43,15.2229,102.494
1,30,5,55,53.6333,9.8
1,33,1,27,51.4833,21.45
1,37,0,12,48.25,31.4167
1,20,1,113,10.9556,-63.8478
1,26,8,57,29.1085,-81.0137
1,17,2,26,-30.0331,-51.23
1,46,1,71,44.95,12.3167
1,32,4,40,39.7728,-105.1028
1,40,1,45,42.3761,-70.9846
12,3,51,206,37.1449,111.7718
6,67,18,168,35.91,117.78
1,24,5,56,21.8556,111.9627
2,15,13,82,34.6269,135.601
2,15,13,82,12.8508,17.5608
1,31,2,23,51.9333,6.5833
1,39,1,27,57.15,-2.11
1,39,1,27,45.4649,-98.4686
1,39,1,27,40.4165,-74.2249
1,39,1,27,46.9757,-123.8094
1,39,1,27,39.5151,-76.1733
1,46,0,72,36.1511,49.2244
3,8,0,66,2.7333,23.75
1,17,5,28,40.5978,-3.5003
2,21,5,61,47.55,7.5333
1,39,2,64,50.5853,12.7008
1,33,4,38,52.2667,4.75
1,32,2,65,45.7606,9.7969
1,26,6,40,11.6206,124.3794
1,29,3,19,41.0073,-8.625
1,20,1,79,18.7811,-95.7572
1,20,1,79,4.5667,-74.95
2,7,3,60,10.5937,-74.1928
2,13,19,64,42.0955,-87.9826
1,36,3,55,50.8342,10.9464
1,31,7,35,40.2226,-74.0119
1,38,3,14,51.1465,0.8676
1,38,3,14,51.434,-0.464
1,33,2,36,51.7944,7.7392
1,34,1,37,50.3931,25.735
5,6,41,103,40.8791,-73.3233
1,32,3,36,51.1858,3.5639
1,3,3,39,2.1142,-76.9831
2,14,3,83,26.4214,-108.62
1,13,1,53,8.8858,-64.2611
2,14,19,73,41.9152,-72.4485
2,6,10,65,42.0938,-76.8097
1,36,1,41,51.6167,8.35
2,17,16,67,47.9525,-122.1669
2,17,16,67,42.4064,-71.0545
1,34,0,41,41.0333,37.5
1,42,3,51,38.2194,-90.4097
2,34,11,57,34.3989,-118.9174
1,41,2,38,42.9189,10.7614
3,7,22,81,34.0968,-117.4599
3,7,22,81,36.0364,14.2422
1,43,2,38,60.8167,23.625
1,43,1,38,34.5333,135.7
1,31,2,16,49.8881,-119.4956
1,22,7,39,46.1236,-122.8909
1,22,7,39,-33.4186,149.6056
1,32,6,49,34.25,-6.5833
0,24,1,19,25.1224,-80.412
1,34,0,23,57.4333,42.1333
1,39,3,26,36.5244,-119.5602
10,28,6,150,-0.0833,34.7667
1,39,0,44,49.6303,37.6908
1,33,0,29,56.3367,46.5711
4,203,4,158,-6.1314,106.38
2,21,0,57,10.0431,11.2183
1,44,0,27,37.9261,41.7003
0,13,0,42,7.8667,123.5167
1,37,4,44,33.0093,-80.1078
1,43,4,77,45.5972,9.13
1,22,3,41,47.0494,8.2639
4,149,2,120,24.3264,109.4281
1,17,0,27,-17.85,25.8667
1,45,2,69,44.1167,8.25
1,23,3,40,47.75,-3.36
0,33,1,10,52.48,1.75
1,30,3,46,50.9833,5.2
1,22,0,71,8.6833,-12.5333
4,3,41,118,33.924,-118.2016
4,3,41,118,41.5235,-87.551
2,24,4,107,45.76,4.84
1,36,0,22,53.3833,59.0333
1,47,0,38,35.4667,135.3833
1,28,2,60,11.4933,78.0312
2,8,6,71,15.4411,-92.8916
1,19,4,34,37.3333,-5.4167
2,36,8,59,42.8833,13.9167
1,40,1,16,36.4673,140.0934
1,22,4,58,48.3031,-0.6136
1,48,1,33,43.2036,46.1322
1,28,4,39,37.6078,12.9686
2,20,6,72,48.5653,2.4361
2,37,7,74,42.0167,12.65
1,47,2,50,40.9231,14.7428
1,30,4,42,50.9497,3.2869
3,129,1,161,31.5497,74.3436
2,11,4,83,-29.4669,-51.9608
0,21,0,17,18.5864,99.0119
1,41,2,46,49.2,8.1167
1,45,2,52,48.5397,12.1508
2,30,8,73,40.2417,-75.2812
1,54,2,51,40.5333,17.7167
0,46,0,15,44.8651,-0.5996
1,33,0,49,42.9167,21.7333
1,39,8,58,24.57,120.82
3,15,5,154,26.2039,-98.3256
3,15,5,154,49.1337,-122.3112
3,15,5,154,39.027,-94.6568
